Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Tanzania,TZA,2021,Agricultural land (sq. km),AG.LND.AGRI.K2,395212
Tanzania,TZA,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,395212
Tanzania,TZA,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,393097
Tanzania,TZA,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,390974
Tanzania,TZA,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,388851
Tanzania,TZA,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,386728
Tanzania,TZA,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,384605
Tanzania,TZA,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,382482
Tanzania,TZA,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,380359
Tanzania,TZA,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,374975.94
Tanzania,TZA,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,376113
Tanzania,TZA,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,373990
Tanzania,TZA,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,371867
Tanzania,TZA,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,369744
Tanzania,TZA,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,364184
Tanzania,TZA,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,358713
Tanzania,TZA,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,353142
Tanzania,TZA,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,347571
Tanzania,TZA,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,342700
Tanzania,TZA,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,342000
Tanzania,TZA,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,341000
Tanzania,TZA,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,340000
Tanzania,TZA,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,339000
Tanzania,TZA,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,338000
Tanzania,TZA,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,337030
Tanzania,TZA,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,334219.9
Tanzania,TZA,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,330499.9
Tanzania,TZA,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,326779.9
Tanzania,TZA,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,323059.9
Tanzania,TZA,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,319339.9
Tanzania,TZA,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,315619.9
Tanzania,TZA,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,311899.9
Tanzania,TZA,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,320000
Tanzania,TZA,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,320000
Tanzania,TZA,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,320000
Tanzania,TZA,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,320000
Tanzania,TZA,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,320000
Tanzania,TZA,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,310000
Tanzania,TZA,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,310000
Tanzania,TZA,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,310000
Tanzania,TZA,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,310000
Tanzania,TZA,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,300000
Tanzania,TZA,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,300000
Tanzania,TZA,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,300000
Tanzania,TZA,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,290000
Tanzania,TZA,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,280000
Tanzania,TZA,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,270000
Tanzania,TZA,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,260000
Tanzania,TZA,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,260000
Tanzania,TZA,2021,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.6163919620682
Tanzania,TZA,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.6163919620682
Tanzania,TZA,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.3776247459923
Tanzania,TZA,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.1379543915105
Tanzania,TZA,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.8982840370287
Tanzania,TZA,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.6586136825469
Tanzania,TZA,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.418943328065
Tanzania,TZA,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.1792729735832
Tanzania,TZA,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.9396026191014
Tanzania,TZA,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.3318965906525
Tanzania,TZA,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.4602619101377
Tanzania,TZA,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.2205915556559
Tanzania,TZA,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.9809212011741
Tanzania,TZA,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.7412508466923
Tanzania,TZA,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,41.1135696545496
Tanzania,TZA,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.4959358771732
Tanzania,TZA,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.8670128697223
Tanzania,TZA,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.2380898622714
Tanzania,TZA,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.6881914653421
Tanzania,TZA,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.6091668548205
Tanzania,TZA,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.4962745540754
Tanzania,TZA,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.3833822533303
Tanzania,TZA,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.2704899525852
Tanzania,TZA,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.1575976518401
Tanzania,TZA,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.0480921201174
Tanzania,TZA,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.7308534657936
Tanzania,TZA,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.3108941070219
Tanzania,TZA,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.8909347482502
Tanzania,TZA,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.4709753894784
Tanzania,TZA,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.0510160307067
Tanzania,TZA,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.631056671935
Tanzania,TZA,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,35.2110973131632
Tanzania,TZA,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.1255362384285
Tanzania,TZA,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.1255362384285
Tanzania,TZA,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.1255362384285
Tanzania,TZA,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.1255362384285
Tanzania,TZA,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,36.1255362384285
Tanzania,TZA,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9966132309776
Tanzania,TZA,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9966132309776
Tanzania,TZA,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9966132309776
Tanzania,TZA,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,34.9966132309776
Tanzania,TZA,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.8676902235268
Tanzania,TZA,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.8676902235268
Tanzania,TZA,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.8676902235268
Tanzania,TZA,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,32.7387672160759
Tanzania,TZA,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,31.609844208625
Tanzania,TZA,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,30.4809212011741
Tanzania,TZA,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.3519981937232
Tanzania,TZA,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,29.3519981937232
Tanzania,TZA,2021,Arable land (% of land area),AG.LND.ARBL.ZS,15.2432829081057
Tanzania,TZA,2020,Arable land (% of land area),AG.LND.ARBL.ZS,15.2432829081057
Tanzania,TZA,2019,Arable land (% of land area),AG.LND.ARBL.ZS,15.0384962745541
Tanzania,TZA,2018,Arable land (% of land area),AG.LND.ARBL.ZS,14.8337096410025
Tanzania,TZA,2017,Arable land (% of land area),AG.LND.ARBL.ZS,14.6289230074509
Tanzania,TZA,2016,Arable land (% of land area),AG.LND.ARBL.ZS,14.4241363738993
Tanzania,TZA,2015,Arable land (% of land area),AG.LND.ARBL.ZS,14.2193497403477
Tanzania,TZA,2014,Arable land (% of land area),AG.LND.ARBL.ZS,14.0145631067961
Tanzania,TZA,2013,Arable land (% of land area),AG.LND.ARBL.ZS,13.8097764732445
Tanzania,TZA,2012,Arable land (% of land area),AG.LND.ARBL.ZS,13.6049898396929
Tanzania,TZA,2011,Arable land (% of land area),AG.LND.ARBL.ZS,13.4002032061413
Tanzania,TZA,2010,Arable land (% of land area),AG.LND.ARBL.ZS,13.1954165725897
Tanzania,TZA,2009,Arable land (% of land area),AG.LND.ARBL.ZS,12.9906299390382
Tanzania,TZA,2008,Arable land (% of land area),AG.LND.ARBL.ZS,12.7858433054866
Tanzania,TZA,2007,Arable land (% of land area),AG.LND.ARBL.ZS,12.1566945134342
Tanzania,TZA,2006,Arable land (% of land area),AG.LND.ARBL.ZS,11.5277715059833
Tanzania,TZA,2005,Arable land (% of land area),AG.LND.ARBL.ZS,10.8988484985324
Tanzania,TZA,2004,Arable land (% of land area),AG.LND.ARBL.ZS,10.2699254910815
Tanzania,TZA,2003,Arable land (% of land area),AG.LND.ARBL.ZS,9.64100248363062
Tanzania,TZA,2002,Arable land (% of land area),AG.LND.ARBL.ZS,9.70873786407767
Tanzania,TZA,2001,Arable land (% of land area),AG.LND.ARBL.ZS,9.62971325355611
Tanzania,TZA,2000,Arable land (% of land area),AG.LND.ARBL.ZS,9.70873786407767
Tanzania,TZA,1999,Arable land (% of land area),AG.LND.ARBL.ZS,9.82163016482276
Tanzania,TZA,1998,Arable land (% of land area),AG.LND.ARBL.ZS,9.84985324000903
Tanzania,TZA,1997,Arable land (% of land area),AG.LND.ARBL.ZS,10.0564461503725
Tanzania,TZA,1996,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1995,Arable land (% of land area),AG.LND.ARBL.ZS,10.0474147663129
Tanzania,TZA,1994,Arable land (% of land area),AG.LND.ARBL.ZS,10.0474147663129
Tanzania,TZA,1993,Arable land (% of land area),AG.LND.ARBL.ZS,10.0474147663129
Tanzania,TZA,1992,Arable land (% of land area),AG.LND.ARBL.ZS,9.93452246556785
Tanzania,TZA,1991,Arable land (% of land area),AG.LND.ARBL.ZS,10.1636938360804
Tanzania,TZA,1990,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1989,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1988,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1987,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1986,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1985,Arable land (% of land area),AG.LND.ARBL.ZS,10.160307067058
Tanzania,TZA,1984,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1983,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1982,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1981,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1980,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1979,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1978,Arable land (% of land area),AG.LND.ARBL.ZS,9.03138405960713
Tanzania,TZA,1977,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1976,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1975,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1974,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1973,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1972,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1971,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1970,Arable land (% of land area),AG.LND.ARBL.ZS,7.90246105215624
Tanzania,TZA,1969,Arable land (% of land area),AG.LND.ARBL.ZS,6.77353804470535
Tanzania,TZA,1968,Arable land (% of land area),AG.LND.ARBL.ZS,6.77353804470535
Tanzania,TZA,1967,Arable land (% of land area),AG.LND.ARBL.ZS,6.77353804470535
Tanzania,TZA,1966,Arable land (% of land area),AG.LND.ARBL.ZS,6.77353804470535
Tanzania,TZA,1965,Arable land (% of land area),AG.LND.ARBL.ZS,6.77353804470535
Tanzania,TZA,1964,Arable land (% of land area),AG.LND.ARBL.ZS,6.77353804470535
Tanzania,TZA,1963,Arable land (% of land area),AG.LND.ARBL.ZS,6.88643034545044
Tanzania,TZA,1962,Arable land (% of land area),AG.LND.ARBL.ZS,5.701061187627
Tanzania,TZA,1961,Arable land (% of land area),AG.LND.ARBL.ZS,5.87039963874464
Tanzania,TZA,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1498.46860708
Tanzania,TZA,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1504.84729303
Tanzania,TZA,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,1513.19109768
Tanzania,TZA,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.169125613693628
Tanzania,TZA,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.169845548145953
Tanzania,TZA,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.17078727697184
Tanzania,TZA,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,38.3332124942
Tanzania,TZA,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,31.9545265411
Tanzania,TZA,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,23.61072189756
Tanzania,TZA,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.00432650244209202
Tanzania,TZA,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.00360656798949322
Tanzania,TZA,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.00266483916433694
Tanzania,TZA,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.173452116135721
Tanzania,TZA,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.173452116135446
Tanzania,TZA,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.173452116136177
Tanzania,TZA,2021,Forest area (sq. km),AG.LND.FRST.K2,452760
Tanzania,TZA,2020,Forest area (sq. km),AG.LND.FRST.K2,457450
Tanzania,TZA,2019,Forest area (sq. km),AG.LND.FRST.K2,462140
Tanzania,TZA,2018,Forest area (sq. km),AG.LND.FRST.K2,466830
Tanzania,TZA,2017,Forest area (sq. km),AG.LND.FRST.K2,471520
Tanzania,TZA,2016,Forest area (sq. km),AG.LND.FRST.K2,476210
Tanzania,TZA,2015,Forest area (sq. km),AG.LND.FRST.K2,480900
Tanzania,TZA,2014,Forest area (sq. km),AG.LND.FRST.K2,484620.02
Tanzania,TZA,2013,Forest area (sq. km),AG.LND.FRST.K2,488340.04
Tanzania,TZA,2012,Forest area (sq. km),AG.LND.FRST.K2,492060.06
Tanzania,TZA,2011,Forest area (sq. km),AG.LND.FRST.K2,495780.08
Tanzania,TZA,2010,Forest area (sq. km),AG.LND.FRST.K2,499500.1
Tanzania,TZA,2009,Forest area (sq. km),AG.LND.FRST.K2,503220.1
Tanzania,TZA,2008,Forest area (sq. km),AG.LND.FRST.K2,506940.1
Tanzania,TZA,2007,Forest area (sq. km),AG.LND.FRST.K2,510660.1
Tanzania,TZA,2006,Forest area (sq. km),AG.LND.FRST.K2,514380.1
Tanzania,TZA,2005,Forest area (sq. km),AG.LND.FRST.K2,518100.1
Tanzania,TZA,2004,Forest area (sq. km),AG.LND.FRST.K2,521820.1
Tanzania,TZA,2003,Forest area (sq. km),AG.LND.FRST.K2,525540.1
Tanzania,TZA,2002,Forest area (sq. km),AG.LND.FRST.K2,529260.1
Tanzania,TZA,2001,Forest area (sq. km),AG.LND.FRST.K2,532980.1
Tanzania,TZA,2000,Forest area (sq. km),AG.LND.FRST.K2,536700.1
Tanzania,TZA,1999,Forest area (sq. km),AG.LND.FRST.K2,540420.1
Tanzania,TZA,1998,Forest area (sq. km),AG.LND.FRST.K2,544140.1
Tanzania,TZA,1997,Forest area (sq. km),AG.LND.FRST.K2,547860.1
Tanzania,TZA,1996,Forest area (sq. km),AG.LND.FRST.K2,551580.1
Tanzania,TZA,1995,Forest area (sq. km),AG.LND.FRST.K2,555300.1
Tanzania,TZA,1994,Forest area (sq. km),AG.LND.FRST.K2,559020.1
Tanzania,TZA,1993,Forest area (sq. km),AG.LND.FRST.K2,562740.1
Tanzania,TZA,1992,Forest area (sq. km),AG.LND.FRST.K2,566460.1
Tanzania,TZA,1991,Forest area (sq. km),AG.LND.FRST.K2,570180.1
Tanzania,TZA,1990,Forest area (sq. km),AG.LND.FRST.K2,573900.1
Tanzania,TZA,2021,Forest area (% of land area),AG.LND.FRST.ZS,51.1131180853466
Tanzania,TZA,2020,Forest area (% of land area),AG.LND.FRST.ZS,51.642582975841
Tanzania,TZA,2019,Forest area (% of land area),AG.LND.FRST.ZS,52.1720478663355
Tanzania,TZA,2018,Forest area (% of land area),AG.LND.FRST.ZS,52.70151275683
Tanzania,TZA,2017,Forest area (% of land area),AG.LND.FRST.ZS,53.2309776473245
Tanzania,TZA,2016,Forest area (% of land area),AG.LND.FRST.ZS,53.7604425378189
Tanzania,TZA,2015,Forest area (% of land area),AG.LND.FRST.ZS,54.2899074283134
Tanzania,TZA,2014,Forest area (% of land area),AG.LND.FRST.ZS,54.7098690449311
Tanzania,TZA,2013,Forest area (% of land area),AG.LND.FRST.ZS,55.1298306615489
Tanzania,TZA,2012,Forest area (% of land area),AG.LND.FRST.ZS,55.5497922781666
Tanzania,TZA,2011,Forest area (% of land area),AG.LND.FRST.ZS,55.9697538947844
Tanzania,TZA,2010,Forest area (% of land area),AG.LND.FRST.ZS,56.3897155114021
Tanzania,TZA,2009,Forest area (% of land area),AG.LND.FRST.ZS,56.8096748701739
Tanzania,TZA,2008,Forest area (% of land area),AG.LND.FRST.ZS,57.2296342289456
Tanzania,TZA,2007,Forest area (% of land area),AG.LND.FRST.ZS,57.6495935877173
Tanzania,TZA,2006,Forest area (% of land area),AG.LND.FRST.ZS,58.069552946489
Tanzania,TZA,2005,Forest area (% of land area),AG.LND.FRST.ZS,58.4895123052608
Tanzania,TZA,2004,Forest area (% of land area),AG.LND.FRST.ZS,58.9094716640325
Tanzania,TZA,2003,Forest area (% of land area),AG.LND.FRST.ZS,59.3294310228042
Tanzania,TZA,2002,Forest area (% of land area),AG.LND.FRST.ZS,59.749390381576
Tanzania,TZA,2001,Forest area (% of land area),AG.LND.FRST.ZS,60.1693497403477
Tanzania,TZA,2000,Forest area (% of land area),AG.LND.FRST.ZS,60.5893090991194
Tanzania,TZA,1999,Forest area (% of land area),AG.LND.FRST.ZS,61.0092684578912
Tanzania,TZA,1998,Forest area (% of land area),AG.LND.FRST.ZS,61.4292278166629
Tanzania,TZA,1997,Forest area (% of land area),AG.LND.FRST.ZS,61.8491871754346
Tanzania,TZA,1996,Forest area (% of land area),AG.LND.FRST.ZS,62.2691465342064
Tanzania,TZA,1995,Forest area (% of land area),AG.LND.FRST.ZS,62.6891058929781
Tanzania,TZA,1994,Forest area (% of land area),AG.LND.FRST.ZS,63.1090652517498
Tanzania,TZA,1993,Forest area (% of land area),AG.LND.FRST.ZS,63.5290246105216
Tanzania,TZA,1992,Forest area (% of land area),AG.LND.FRST.ZS,63.9489839692933
Tanzania,TZA,1991,Forest area (% of land area),AG.LND.FRST.ZS,64.368943328065
Tanzania,TZA,1990,Forest area (% of land area),AG.LND.FRST.ZS,64.7889026868368
Tanzania,TZA,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
Tanzania,TZA,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,1071
